"sim_no","mitigation","prob","surveillance","test_days","test_type","start_type","n_HH","test_sens","total_days","run_specials_now","child_trans","teacher_trans","high_school","p_asymp_adult","p_asymp_child","p_subclin_adult","p_subclin_child","mult_asymp","mult_asymp_child","quarantine.length","quarantine.grace","turnaround.time","n_other_adults","n_class","test_quarantine","disperse_transmission","dedens","n_start","days_inf","time","n_contacts","n_staff_contact","rel_trans_child_symp_HH","rel_trans","start_mult","test_start_day","n_tot","isolate","no_test_vacc","time_seed_inf","seed_asymp","overdisp_off","num_adults","version","include_weekends","rel_trans_adult","rapid_test_sens","adult_unvax_hosp_rate","child_unvax_hosp_rate","adult_vax_hosp_rate","child_vax_hosp_rate","type","variant.attack","vax.rates","notify.scenario","vax_eff","attack.df","child.vax","teacher_susp","child_susp","family_susp","notify","test","test_frac","i","rel_trans_HH","rel_trans_CC","adult_prob","child_prob","class"
183,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,FALSE,0,183,4,2,6e-04,0.000472727272727273,10
183,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,FALSE,0,183,4,2,6e-04,0.000472727272727273,1
183,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,FALSE,0,183,4,2,6e-04,0.000472727272727273,7
184,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,184,4,2,6e-04,0.000472727272727273,1
184,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,184,4,2,6e-04,0.000472727272727273,3
184,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,184,4,2,6e-04,0.000472727272727273,5
185,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,FALSE,0,185,4,2,6e-04,6e-04,3
185,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,FALSE,0,185,4,2,6e-04,6e-04,8
185,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,FALSE,0,185,4,2,6e-04,6e-04,6
186,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,186,4,2,6e-04,6e-04,0
186,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,186,4,2,6e-04,6e-04,2
186,0.5,0.00039,FALSE,"week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,186,4,2,6e-04,6e-04,0
187,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.035,0,0.5,0.5,0.5,TRUE,FALSE,0,187,4,2,6e-04,0.00039,10
187,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.035,0,0.5,0.5,0.5,TRUE,FALSE,0,187,4,2,6e-04,0.00039,11
187,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.035,0,0.5,0.5,0.5,TRUE,FALSE,0,187,4,2,6e-04,0.00039,1
188,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.035,0,0.5,0.5,0.5,TRUE,TRUE,0.9,188,4,2,6e-04,0.00039,2
188,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.035,0,0.5,0.5,0.5,TRUE,TRUE,0.9,188,4,2,6e-04,0.00039,11
188,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.035,0,0.5,0.5,0.5,TRUE,TRUE,0.9,188,4,2,6e-04,0.00039,10
189,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,FALSE,0,189,4,2,6e-04,0.000472727272727273,7
189,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,FALSE,0,189,4,2,6e-04,0.000472727272727273,3
189,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,FALSE,0,189,4,2,6e-04,0.000472727272727273,4
190,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,190,4,2,6e-04,0.000472727272727273,7
190,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,190,4,2,6e-04,0.000472727272727273,9
190,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,190,4,2,6e-04,0.000472727272727273,5
191,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,FALSE,0,191,4,2,6e-04,6e-04,1
191,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,FALSE,0,191,4,2,6e-04,6e-04,2
191,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,FALSE,0,191,4,2,6e-04,6e-04,5
192,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,192,4,2,6e-04,6e-04,1
192,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,192,4,2,6e-04,6e-04,2
192,0.5,0.00039,FALSE,"week","staff","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,192,4,2,6e-04,6e-04,2
193,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.035,0,0.5,0.5,0.5,TRUE,FALSE,0,193,4,2,6e-04,0.00039,7
193,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.035,0,0.5,0.5,0.5,TRUE,FALSE,0,193,4,2,6e-04,0.00039,4
193,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.035,0,0.5,0.5,0.5,TRUE,FALSE,0,193,4,2,6e-04,0.00039,0
194,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.035,0,0.5,0.5,0.5,TRUE,TRUE,0.9,194,4,2,6e-04,0.00039,6
194,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.035,0,0.5,0.5,0.5,TRUE,TRUE,0.9,194,4,2,6e-04,0.00039,4
194,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.035,0,0.5,0.5,0.5,TRUE,TRUE,0.9,194,4,2,6e-04,0.00039,6
195,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,FALSE,0,195,4,2,6e-04,0.000472727272727273,0
195,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,FALSE,0,195,4,2,6e-04,0.000472727272727273,0
195,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,FALSE,0,195,4,2,6e-04,0.000472727272727273,6
196,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,196,4,2,6e-04,0.000472727272727273,5
196,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,196,4,2,6e-04,0.000472727272727273,6
196,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.w.test90",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,TRUE,0.9,196,4,2,6e-04,0.000472727272727273,4
197,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,FALSE,0,197,4,2,6e-04,6e-04,8
197,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,FALSE,0,197,4,2,6e-04,6e-04,1
197,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.wo.test",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,FALSE,0,197,4,2,6e-04,6e-04,3
198,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,198,4,2,6e-04,6e-04,4
198,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,198,4,2,6e-04,6e-04,5
198,0.5,0.00039,FALSE,"week","students","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c50","yes.w.test90",0.7,0.035,0.5,0.5,0.5,0.5,TRUE,TRUE,0.9,198,4,2,6e-04,6e-04,3
199,0.5,0.00039,FALSE,"2x_week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.035,0,0.5,0.5,0.5,TRUE,FALSE,0,199,4,2,6e-04,0.00039,6
199,0.5,0.00039,FALSE,"2x_week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.035,0,0.5,0.5,0.5,TRUE,FALSE,0,199,4,2,6e-04,0.00039,18
199,0.5,0.00039,FALSE,"2x_week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.wo.test",0.7,0.035,0,0.5,0.5,0.5,TRUE,FALSE,0,199,4,2,6e-04,0.00039,8
200,0.5,0.00039,FALSE,"2x_week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.035,0,0.5,0.5,0.5,TRUE,TRUE,0.9,200,4,2,6e-04,0.00039,4
200,0.5,0.00039,FALSE,"2x_week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.035,0,0.5,0.5,0.5,TRUE,TRUE,0.9,200,4,2,6e-04,0.00039,2
200,0.5,0.00039,FALSE,"2x_week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c0","yes.w.test90",0.7,0.035,0,0.5,0.5,0.5,TRUE,TRUE,0.9,200,4,2,6e-04,0.00039,0
201,0.5,0.00039,FALSE,"2x_week","all","cont",1,0.8,5,TRUE,0.5,1,FALSE,0.2,0.4,0.2,0.4,0.5,1,5,3,0,30,5,TRUE,FALSE,1,0,5,30,10,5,2,0.125,0,1,100,TRUE,FALSE,NA,FALSE,TRUE,2,2,TRUE,2,0.8,0.024,0.001,0,0,"base",0.07,"t50.c25","yes.wo.test",0.7,0.035,0.25,0.5,0.5,0.5,TRUE,FALSE,0,201,4,2,6e-04,0.000472727272727273,8
